stream,ID,twi30agg,tpi30agg,accum30,vv30agg,vvsd30agg,npol30agg,NDVI_med,nppmmid30agg,deficitRS,cad30RS,decid30RS,Green_med,NIR_med,cpg30precip,NHDPlus,utm1,utm2,lon,Class,spatial_cluster80,spatial_cluster40,sb_med
X1,2862,6.10279655456543,-0.0629475936293602,191.521621704102,-7.53538227081299,2.71389055252075,0.309736460447311,0.705838322639465,5334.548828125,157,-2.1304669380188,0.262228965759277,451.828918457031,2392.78100585938,105714,0,159293.9208,549309.2676,-115.501583572114,X1,94,111,8
X1,2187,9.12078762054443,-0.0680609792470932,428.900665283203,-9.42350578308105,1.66352260112762,0.244829148054123,0.730168879032135,5407.064453125,415,-9.98426628112793,0.13256511092186,494.047302246094,2377.90087890625,51351,0,206854.141100001,540163.1514,-114.847549514322,X1,73,43,8
X1,2477,7.92674589157104,-0.502305746078491,489.249450683594,-7.61691331863403,2.59274625778198,0.257340639829636,0.726998150348663,5791.1904296875,285,-3.32580804824829,0.224791005253792,574.909362792969,2877.4814453125,65143,0,167400.717499999,546488.097999999,-115.388721684602,X1,66,130,1
X1,1709,9.26993942260742,-0.0233154296875,2332.90869140625,-8.72458553314209,2.4266209602356,0.274930983781815,0.708948612213135,6766.658203125,196,-2.89453339576721,0.17279215157032,324.748168945312,1407.77709960938,118638,0,183475.332,536868.9418,-115.161239737862,X1,81,170,5
X1,497,8.68036079406738,-2.90858292579651,1665.11083984375,-6.71513414382935,2.91259288787842,0.341111570596695,0.719125986099243,4718.13623046875,297,-6.70589160919189,0.181032463908195,491.970733642578,2432.6435546875,72590,0,208111.655200001,523480.512700001,-114.815128353109,X1,71,3,4
X1,323,5.89453220367432,-9.64111328125,818.224487304688,-6.36407136917114,4.05850887298584,0.364065527915955,0.643667876720428,5153.0595703125,216,-2.3337025642395,0.375230222940445,448.312561035156,1810.17895507812,56405,0,175137.879899999,525467.3059,-115.262777179107,X1,109,173,9
X1,2291,7.83654689788818,-8.39286327362061,3196.7431640625,-7.75361490249634,1.63413941860199,0.301566690206528,0.656987607479095,6087.1513671875,386,-4.58708620071411,0.0941035225987434,474.309997558594,2023.7216796875,57761,0,170606.679,544380.832,-115.343107907281,X1,14,167,2
X1,2428,8.18657207489014,0.320163309574127,941.99853515625,-8.76273059844971,1.91097772121429,0.229294463992119,0.659330010414124,2485.83349609375,279,-4.15116930007935,0.16496804356575,559.676818847656,2431.85717773438,80310,0,184121.3399,544469.907,-115.159939600845,X1,12,21,4
X1,2037,8.49183654785156,-2.84319400787354,3386.38842773438,-9.50382614135742,1.63240885734558,0.228357747197151,0.611540257930756,3847.02685546875,293,-4.15237808227539,0.256030052900314,527.48828125,2006.72387695312,87892,1,187422.632200001,540432.3529,-115.111236106881,X1,79,45,6
X1,929,7.1095871925354,-0.319254547357559,425.214080810547,-7.55853033065796,1.8759822845459,0.288291692733765,0.699775815010071,5119.7001953125,291,-3.29243326187134,0.261013120412827,414.648986816406,1850.05334472656,77606,0,211418.953500001,526884.627599999,-114.773510442414,X1,48,121,3
X1,10634,7.05032157897949,-0.223293721675873,354.050933837891,-6.46896839141846,2.11316585540771,0.321664273738861,0.724150955677032,5810.8828125,231,-4.26878070831299,0.414026230573654,365.804016113281,1670.83605957031,72388,0,187250.9421,527583.8835,-115.101092960002,X1,63,140,1
X1,10690,6.10469484329224,-0.69873046875,126.557273864746,-9.31611347198486,3.77864718437195,0.332472115755081,0.642447590827942,5055.75439453125,224,-2.9850013256073,0.0576676279306412,384.491638183594,1551.86645507812,85791,0,190094.4778,530901.7651,-115.065828528156,X1,77,129,9
X1,3773,10.3001327514648,-2.46042895317078,25003.318359375,-8.5080099105835,1.56374824047089,0.281689614057541,0.721775889396667,5499.4990234375,410,-5.84071111679077,0.120622783899307,384.999664306641,1853.40661621094,59579,0,178024.6227,557505.373400001,-115.255626502654,X1,105,98,7
X1,3789,8.7219877243042,-2.98337125778198,3222.07373046875,-7.2713041305542,1.96575236320496,0.321617305278778,0.683518528938293,6079.50341796875,215,-3.42058753967285,0.124417170882225,399.068481445312,1896.40112304688,101142,0,170667.498,558400.725099999,-115.356516644887,X1,14,103,6
X1,2863,8.00311374664307,-2.15553116798401,2998.63354492188,-6.79017686843872,2.34043097496033,0.332273244857788,0.724522948265076,5271.23193359375,303,-3.90991616249084,0.167725518345833,463.231109619141,2272.57592773438,66502,1,192001.8906,546150.043199999,-115.054669131105,X1,26,128,5
X1,359,9.22722148895264,-0.16947428882122,1374.3056640625,-6.90014219284058,1.9854873418808,0.336059600114822,0.760850310325623,6802.46826171875,279,-6.279372215271,0.102732509374619,404.537322998047,2175.45654296875,72544,0,171676.148600001,526252.1647,-115.310348432019,X1,86,5,8
X1,477,7.47531938552856,-0.0566813163459301,383.732421875,-9.05057334899902,1.97450268268585,0.257816314697266,0.711992144584656,6375.9140625,206,-5.44232320785522,0.366151392459869,406.782775878906,1999.61315917969,81068,0,165996.734099999,527462.921700001,-115.38833565789,X1,1,10,8
X1,672,7.55571746826172,-0.870347738265991,591.248413085938,-7.89059829711914,1.68933570384979,0.251406848430634,0.636357963085175,2097.72924804688,347,-6.28919982910156,0.0488252304494381,654.77734375,2768.98974609375,80197,0,206866.7458,525627.875399999,-114.833940457538,X1,73,43,2
X1,1580,6.12415599822998,0.0479736328125,325.033752441406,-9.08035945892334,2.60113954544067,0.263748556375504,0.688859581947327,5460.71533203125,251,-4.59170246124268,0.183435559272766,335.410522460938,1407.32458496094,88683,0,190474.8715,534640.9297,-115.06428024022,X1,82,217,9
X1,3011,7.98856639862061,-2.00279402732849,2560.60034179688,-7.84223031997681,2.99002623558044,0.277176707983017,0.565813660621643,3705.212890625,361,-3.65179181098938,0.184453815221786,622.753295898438,2210.78564453125,57523,0,171953.581900001,548808.7981,-115.329321652611,X1,103,185,2
X1,1376,5.41532373428345,-8.01231575012207,4363.24609375,-7.81328010559082,4.3469934463501,0.313638955354691,0.560047149658203,4737.96728515625,330,-4.88273000717163,0.129049316048622,662.4697265625,2244.2666015625,52091,1,168890.2612,534412.9868,-115.356258714539,X1,88,138,6
X1,4269,6.73951864242554,1.09673392772675,119.837181091309,-7.77713489532471,2.90431952476501,0.30306938290596,0.670641839504242,5027.35400390625,366,-6.43785524368286,0.139853149652481,506.689270019531,2186.66528320312,51761,0,177539.7982,568935.549699999,-115.27368294931,X1,41,82,6
X1,2974,7.69608688354492,0.299031585454941,180.476089477539,-8.64493560791016,1.70315361022949,0.25475686788559,0.611822664737701,5189.4111328125,361,-3.97943377494812,0.112006239593029,463.256805419922,1806.99011230469,54193,0,172116.5656,548615.1227,-115.326914461474,X1,103,48,2
X1,2041,8.65421772003174,0.393934458494186,372.804351806641,-8.88245964050293,1.6601048707962,0.267443299293518,0.712556302547455,5762.994140625,417,-8.7270622253418,0.156889125704765,445.914794921875,2042.35009765625,57588,0,209015.262,538376.6812,-114.81659820194,X1,99,101,9
X1,2057,5.47075128555298,0.822862386703491,39.3536262512207,-9.54628372192383,1.68461668491364,0.242148891091347,0.533609211444855,4770.45703125,239,-2.16100788116455,0.0615280903875828,571.908020019531,1972.81665039062,75159,0,163352.0667,542917.8084,-115.439946248568,X1,102,113,1
X1,10675,6.89339828491211,0.464111328125,314.916137695312,-5.79946422576904,2.793776512146,0.392667770385742,0.70499312877655,5664.71875,225,-3.4198842048645,0.242385536432266,321.897766113281,1590.4638671875,91926,0,189134.355900001,530515.6844,-115.078448809683,X1,84,210,8
X1,2259,9.59968376159668,-0.465657562017441,7617.7109375,-9.57838249206543,2.06208515167236,0.20934996008873,0.671064496040344,5797.65283203125,275,-3.99597072601318,0.252937644720078,434.932312011719,1890.1689453125,87509,0,183555.7655,542975.5374,-115.166141886164,X1,81,170,4
X1,4303,6.21681022644043,0.981974303722382,138.647369384766,-6.81154155731201,2.17681407928467,0.307686179876328,0.71176666021347,6161.78173828125,279,-2.77586627006531,0.162737339735031,430.912994384766,1854.2158203125,91318,0,170717.296499999,570467.999600001,-115.368144956742,X1,75,103,5
X1,1757,6.97067499160767,0.566569030284882,230.25959777832,-10.272271156311,3.78391456604004,0.276393204927444,0.564631938934326,5468.28662109375,254,-3.15130877494812,0.0955586358904839,549.305725097656,1812.46496582031,95727,0,177753.316400001,538230.250700001,-115.240088140634,X1,105,82,4
X1,4307,5.79494094848633,-0.553758382797241,42861.85546875,-9.83225631713867,1.6124621629715,0.235976442694664,0.5484659075737,4526.31982421875,417,-11.118293762207,0.0459602139890194,539.139831542969,1833.50109863281,38895,1,188606.4329,568829.647299999,-115.122859350282,X1,46,89,7
X1,343,7.70462608337402,0.120266385376453,378.703765869141,-7.47890567779541,2.29599785804749,0.312222629785538,0.806107759475708,5629.4736328125,265,-3.97475218772888,0.337492972612381,524.257446289062,3639.31030273438,73353,0,171546.502499999,526125.1645,-115.311973123436,X1,86,20,8
X1,743,7.68682479858398,-0.568318665027618,887.652954101562,-6.65973615646362,2.39889049530029,0.363004714250565,0.728382229804993,6297.8564453125,230,-3.84896469116211,0.250599801540375,333.630523681641,1580.38635253906,80473,0,186526.3413,527996.3858,-115.111292589784,X1,78,55,1
X1,1537,7.12765979766846,0.310343414545059,330.368041992188,-10.2627000808716,3.78101110458374,0.245477929711342,0.634602725505829,5589.38134765625,188,-2.10036563873291,0.0893562361598015,430.704620361328,1697.5009765625,122372,0,179744.108999999,535152.632300001,-115.210077445175,X1,61,32,7
X1,1997,7.84903621673584,0.0904812291264534,347.701477050781,-9.61692333221436,1.62259137630463,0.204472050070763,0.682709336280823,2938.67529296875,270,-3.39788770675659,0.173823237419128,526.5205078125,2474.12353515625,70419,0,165659.0792,542238.709799999,-115.407986667641,X1,47,106,1
X1,499,7.58357524871826,-0.0905354842543602,309.352630615234,-10.269082069397,1.95106506347656,0.206710919737816,0.622635841369629,2822.546875,220,-5.61877727508545,0.252634108066559,452.671051025391,2034.09289550781,80783,0,166039.067600001,527560.8177,-115.387863077652,X1,1,10,8
X1,1711,7.56487894058228,-0.0228271484375,382.714050292969,-8.08958911895752,2.08446860313416,0.254323899745941,0.607915759086609,2278.75170898438,298,-3.92889308929443,0.21917936205864,656.452880859375,2465.6572265625,91978,0,157412.0999,539458.4088,-115.51682866197,X1,24,157,2
X1,3430,7.75953769683838,-0.501288533210754,1132.87939453125,-9.85004425048828,2.80381202697754,0.247184932231903,0.719778180122375,5626.18603515625,372,-5.31340408325195,0.159748196601868,347.606536865234,1593.38171386719,50831,0,183387.582699999,552106.1141,-115.177408045219,X1,81,104,1
X1,10719,6.44973278045654,0.337822794914246,79.9722213745117,-9.16246223449707,2.1218421459198,0.259052485227585,0.658372700214386,6015.1669921875,256,-2.89066600799561,0.177010878920555,367.504150390625,1578.41052246094,73898,0,183799.233899999,525813.394099999,-115.146043753423,X1,65,127,10
X1,3069,9.09897136688232,-0.188585072755814,7022.693359375,-7.77806377410889,2.24242806434631,0.274156510829926,0.751287400722504,6288.8916015625,351,-6.58154344558716,0.233318969607353,527.851135253906,2911.99462890625,71370,0,170669.150699999,549424.184900001,-115.347373089029,X1,14,103,9
X1,2971,11.6250858306885,-1.23982751369476,1386.45825195312,-11.1597709655762,1.9266152381897,0.174917459487915,0.585549354553223,4048.79907226562,252,-5.15114974975586,0.177832633256912,515.876220703125,1739.0048828125,91316,0,180994.3291,547729.844799999,-115.205572279484,X1,60,168,3
X1,4123,8.07980537414551,-1.08456754684448,2563.90234375,-6.37234878540039,3.06713128089905,0.373751044273376,0.734425365924835,6312.06298828125,251,-3.73289656639099,0.0749472305178642,479.870544433594,2756.30639648438,94434,0,170177.3126,567867.6271,-115.372839443637,X1,58,191,5
X1,2168,8.53613948822021,-1.90273714065552,7391.71240234375,-7.02585458755493,1.73589420318604,0.306629151105881,0.738155603408813,5955.05419921875,307,-6.48839664459229,0.18418425321579,378.324462890625,1895.6845703125,84741,1,187768.602,541880.685000001,-115.1079542378,X1,4,63,4
X1,217,10.6510581970215,-2.72060823440552,6844.51416015625,-9.79955101013184,1.7465341091156,0.206327751278877,0.640387773513794,1995.98083496094,311,-4.80510663986206,0.177884057164192,556.797607421875,2213.62646484375,71770,1,206119.629799999,520580.532400001,-114.839386416175,X1,29,196,4
X1,2498,9.21310329437256,-0.687554240226746,263.760803222656,-11.5110139846802,1.69924819469452,0.198595523834229,0.630956828594208,2000.99621582031,304,-3.34692287445068,0.262476742267609,591.745666503906,2065.181640625,67872,0,191703.9133,544230.729599999,-115.056862276508,X1,5,14,5
X1,443,7.7607741355896,0.0265842005610466,428.634216308594,-9.63420009613037,2.16561627388,0.203357726335526,0.70731794834137,7024.53271484375,238,-4.32926034927368,0.0726957991719246,331.117645263672,1628.77368164062,80953,0,165168.5866,527428.525900001,-115.399494095649,X1,92,169,8
X1,1243,9.4916353225708,-3.16734480857849,2809.927734375,-6.53244066238403,2.76946115493774,0.360060304403305,0.714277684688568,5052.57470703125,340,-3.89104247093201,0.244021400809288,445.079956054688,2069.68408203125,81271,1,210909.052100001,528991.334899999,-114.782334040552,X1,104,155,3
X1,10730,8.5934362411499,0.0421346016228199,258.819610595703,-12.1325759887695,1.93664765357971,0.213053196668625,0.621398985385895,2647.71313476562,442,-11.5036191940308,0.291162043809891,623.857238769531,2440.90209960938,43109,0,204634.3408,538593.6734,-114.876186211242,X1,18,19,8
X1,2365,7.73615980148315,-0.864773213863373,1552.44714355469,-8.89253330230713,1.45346188545227,0.229583024978638,0.702856779098511,5849.02099609375,247,-3.47478675842285,0.248933702707291,424.398315429688,1935.44494628906,82764,1,184176.373299999,544055.0396,-115.158786157566,X1,12,21,4
X1,3734,10.4860105514526,-1.64402937889099,892.019104003906,-9.81607818603516,1.69461297988892,0.242141857743263,0.693406343460083,5483.99951171875,400,-9.50383186340332,0.163750767707825,432.978271484375,1902.77917480469,54961,0,202344.905300001,554534.281400001,-114.922195494958,X1,10,77,9
X1,2663,8.72879791259766,0.107652455568314,1140.11218261719,-10.483738899231,2.16412305831909,0.179300367832184,0.708531379699707,3116.30737304688,274,-2.52008414268494,0.0992835387587547,477.508575439453,2334.44921875,103232,0,157244.8247,548713.7422,-115.528755856081,X1,11,13,10
X1,3962,11.4980669021606,-0.136196553707123,1332.13671875,-12.3840713500977,1.58405745029449,0.177154928445816,0.490191727876663,3596.5458984375,442,-9.88797950744629,-0.0201595276594162,603.637512207031,1919.93017578125,36401,0,185930.068399999,561945.8719,-115.152537222591,X1,72,30,3
X1,2593,8.5832462310791,-2.14484310150146,20838.09765625,-9.55843544006348,2.12533330917358,0.255856871604919,0.647853434085846,4903.08349609375,369,-6.58161592483521,0.152256324887276,473.439270019531,1907.71606445312,70174,1,189719.034,545182.504799999,-115.084706797456,X1,34,112,4
X1,887,6.79839944839478,0.359958231449127,200.863479614258,-6.9949254989624,1.91756582260132,0.305182635784149,0.736289024353027,6424.98876953125,226,-3.94156217575073,0.372450411319733,349.130615234375,1660.13317871094,89056,0,156887.784700001,531707.7809,-115.515854579739,X1,59,39,4
X1,4165,7.57757091522217,-0.616082072257996,374.963012695312,-8.05359649658203,2.00780081748962,0.286697536706924,0.760871946811676,5637.70166015625,328,-9.36997222900391,0.190633848309517,385.642761230469,2061.8291015625,57081,0,176739.6142,567553.8598,-115.283188046793,X1,49,96,6
X1,2560,7.60752964019775,0.0852593332529068,385.442047119141,-8.26715087890625,2.0131502151489298,0.23939548432827,0.746514439582825,6053.943359375,269,-3.52844095230103,0.239802122116089,439.253265380859,2447.77612304688,69453,0,167384.842499999,547124.686799999,-115.389587098951,X1,66,130,1
X1,3575,13.3732080459595,-4.60826969146729,14124.734375,-8.79695796966553,1.46122479438782,0.257240891456604,0.693137645721436,4955.90625,353,-9.14255142211914,0.169767081737518,444.369293212891,1977.83178710938,53028,1,189966.57,552717.2696,-115.088651732048,X1,77,129,2
X1,2586,7.65436840057373,-0.554212808609009,8779.5048828125,-9.24503803253174,1.85764586925507,0.24504329264164,0.584121286869049,3585.88842773438,350,-8.52561569213867,0.313742607831955,641.715942382812,2560.32202148438,67598,1,186492.011299999,545428.759,-115.128722743367,X1,78,55,4
X1,1606,10.5185012817383,-6.70081901550293,19918.65625,-6.9994683265686,2.94400858879089,0.332744151353836,0.742128551006317,7187.74169921875,305,-3.65600609779358,0.196172460913658,400.950988769531,2159.09350585938,70689,1,167097.335100001,536978.206700001,-115.383134377532,X1,42,146,3
X1,897,7.84539937973022,-0.322428375482559,458.90869140625,-8.20164108276367,1.8391410112381,0.242673024535179,0.62636411190033,2103.447265625,270,-2.40843725204468,0.152719110250473,648.943115234375,2582.91870117188,91302,0,209642.473300001,526668.3839,-114.797348066739,X1,108,61,3
X1,336,7.87142562866211,-5.79581689834595,2799.17797851562,-7.54459714889526,3.25474429130554,0.307848870754242,0.709492981433868,5664.33642578125,263,-4.25340557098389,0.331586629152298,372.800842285156,1737.45886230469,55097,1,175436.8597,525668.389599999,-115.258936553796,X1,109,136,9
X1,2349,9.74883651733398,-2.63020825386047,882.741271972656,-7.8302698135376,1.52012205123901,0.240633428096771,0.724776983261108,5356.37255859375,331,-5.197340965271,0.304144144058228,528.77001953125,2606.56225585938,67734,0,191535.638,542780.386700001,-115.057747043439,X1,5,46,5
X1,923,7.9371485710144,0.373806416988373,925.367065429688,-6.74612474441528,2.01144289970398,0.31402400135994,0.722423672676086,5340.173828125,331,-5.03025770187378,0.193213492631912,379.216064453125,1747.16918945312,71545,0,212019.6647,526728.417199999,-114.76524036757,X1,48,18,3
X1,1813,6.97783660888672,0.649264872074127,210.151016235352,-7.89760446548462,1.8951575756073,0.248137682676315,0.726789534091949,3170.72412109375,239,-5.33313035964966,0.209061667323112,503.529846191406,2604.1552734375,79790,0,165407.558800001,540193.427200001,-115.409300758343,X1,47,165,3
X1,4131,10.382007598877,-0.513075113296509,10041.69140625,-10.5060844421387,1.57955408096313,0.208872631192207,0.596027970314026,4362.45703125,442,-11.214729309082,0.0284440200775862,519.947265625,1892.59777832031,37057,0,187306.797,566279.4822,-115.138057650589,X1,63,140,4
X1,701,9.20515155792236,0.262871623039246,1704.53820800781,-8.71445560455322,1.75402104854584,0.252195060253143,0.67821329832077,4197.10009765625,322,-7.89496517181396,0.226961761713028,537.830078125,2348.67846679688,72458,0,213384.1742,525216.8627,-114.745406937915,X1,93,4,3
X1,1622,8.88230419158936,0.543131530284882,2318.7578125,-9.72249698638916,2.45893335342407,0.221659436821938,0.738478183746338,6760.8681640625,225,-2.70821404457092,0.119129158556461,451.053314208984,2479.22705078125,122905,0,178923.6873,535964.375600001,-115.221989096661,X1,101,8,7
X1,1233,8.68160438537598,-0.606892883777618,1131.58532714844,-6.709632396698,1.90822970867157,0.309389472007751,0.762121319770813,5871.92822265625,255,-6.25173091888428,0.268678098917007,446.063507080078,2577.2890625,95888,0,189344.601399999,531048.0856,-115.076117431243,X1,84,210,8
X1,2588,8.00054550170898,-1.05722379684448,4074.20581054688,-9.11967658996582,1.72714269161224,0.234914302825928,0.619566679000854,4722.6767578125,234,-2.36589479446411,0.163600832223892,585.460327148438,2402.9580078125,70473,0,170027.1997,547037.250399999,-115.353659612976,X1,22,75,2
X1,1231,9.07723331451416,-0.944729268550873,2619.29248046875,-7.39919090270996,1.91380405426025,0.30673426389694203,0.732395946979523,6399.7392578125,178,-5.19047927856445,0.195273235440254,362.654296875,1669.27563476562,108513,0,182008.071599999,531755.2334,-115.176086390197,X1,106,209,7
X1,1550,7.94789552688599,-3.31671810150146,14548.8857421875,-7.88459825515747,2.11112880706787,0.286320507526398,0.745699107646942,7651.95703125,361,-5.30539274215698,0.0622317343950272,398.486602783203,2109.421875,68012,1,167082.095000001,536551.4859,-115.382906125056,X1,42,146,3
X1,3040,8.13242435455322,-1.55428063869476,1050.0478515625,-9.21590328216553,1.73958730697632,0.248597398400307,0.627093195915222,4907.521484375,324,-4.42661762237549,0.120096147060394,462.049285888672,1870.35021972656,65238,0,188559.5987,547354.724199999,-115.102545888878,X1,46,15,4
X1,3876,6.38976287841797,-4.86518001556396,8965.8095703125,-6.71212482452393,2.71911931037903,0.331223279237747,0.706275820732117,6310.17529296875,205,-6.1984429359436,0.09556695073843,367.324432373047,1655.03747558594,111271,0,170429.7958,559874.774800001,-115.361248393174,X1,67,200,6
X1,1222,6.78849172592163,-2.77589249610901,320.59033203125,-8.74283027648926,2.27963399887085,0.258046925067902,0.605553448200226,3474.07250976562,395,-3.70483994483948,0.1373291015625,582.08642578125,2216.85327148438,58690,0,167464.6833,533123.405099999,-115.374240731908,X1,66,108,5
X1,1799,7.65593242645264,0.330905497074127,321.029693603516,-7.88469648361206,1.54899120330811,0.270136654376984,0.733792543411255,6435.083984375,244,-4.67420530319214,0.41880390048027,378.724151611328,1943.3720703125,83900,0,165358.875399999,539971.1768,-115.40973271627,X1,92,165,3
X1,826,9.40334510803223,-3.69203019142151,15946.0078125,-7.35530710220337,1.98037362098694,0.290192663669586,0.724886119365692,5372.45068359375,349,-5.06007289886475,0.147836670279503,370.816680908203,1733.14636230469,78173,1,211506.2927,526081.082,-114.771596140043,X1,48,121,3
X1,10692,6.82866096496582,0.299641937017441,284.505432128906,-9.31504726409912,2.99842023849487,0.288270950317383,0.682286143302917,5587.6005859375,244,-4.29797077178955,0.204083025455475,342.449035644531,1486.92626953125,86786,0,189972.557499999,531094.805500001,-115.067664376264,X1,77,129,9
X1,1149,8.64256381988525,-2.53895401954651,2457.173828125,-6.20878744125366,2.27301359176636,0.349101692438126,0.70537942647934,5045.84375,283,-2.4128429889679,0.244253054261208,414.035430908203,1873.75854492188,88288,0,209273.135399999,528558.4651,-114.804078535896,X1,99,84,3
X1,3913,7.97075366973877,-0.609524190425873,478.391052246094,-9.45831394195557,2.07816886901855,0.240878939628601,0.630591034889221,3199.92700195312,205,-2.25050640106201,0.0476080216467381,651.847106933594,2702.24389648438,107945,0,170677.8696,560657.943,-115.358673684298,X1,14,103,6
X1,1217,7.98026657104492,-0.926350891590118,1608.61462402344,-7.47336673736572,1.71724569797516,0.302059292793274,0.717597782611847,6548.02685546875,175,-4.63860177993774,0.176261857151985,349.002960205078,1583.39440917969,108240,0,181976.3215,531702.3167,-115.176464063658,X1,96,176,7
X1,571,10.2866868972778,-0.492987751960754,5591.9169921875,-7.41762685775757,1.78529477119446,0.314692229032516,0.77602630853653,6962.9033203125,266,-2.8162829875946,0.216545462608337,393.880157470703,2175.9560546875,77312,0,171567.669299999,527780.930199999,-115.313350413602,X1,86,20,8
X1,3406,8.6981372833252,0.136474609375,548.300170898438,-9.22905349731445,1.92094898223877,0.256743311882019,0.717764675617218,5637.79345703125,365,-4.63506746292114,0.113010510802269,433.373870849609,2082.40112304688,51720,0,183650.049900001,551930.006999999,-115.173670277611,X1,65,170,1
X1,423,5.89508962631226,-1.70830619335175,6773.8837890625,-10.6864948272705,2.13923740386963,0.163769900798798,0.72854745388031,5253.986328125,335,-2.9957799911499,0.0290073100477457,466.371917724609,2365.58251953125,82504,1,212397.085899999,522742.926000001,-114.756510740256,X1,48,37,3
X1,2032,8.47980403900146,0.192694768309593,629.937683105469,-8.32917404174805,2.20548462867737,0.258138060569763,0.722615122795105,2928.16259765625,267,-5.35909223556519,0.263891249895096,496.103088378906,2627.50732421875,70282,0,165145.786499999,542558.8563,-115.415270220266,X1,92,169,1
X1,1357,5.60834741592407,-2.49848079681396,538.920471191406,-6.83433771133423,2.48006105422974,0.308373481035233,0.635319828987122,4665.34814453125,383,-4.07898998260498,0.0290417280048132,511.388854980469,2111.3046875,52102,0,168604.510600001,534230.424000001,-115.359940813512,X1,89,109,6
X1,2413,8.60440731048584,-0.138807505369186,1310.44360351562,-11.0319938659668,1.74589407444,0.202115386724472,0.635588228702545,3299.5908203125,317,-4.73353242874146,0.241726517677307,557.218078613281,1959.00988769531,66441,0,191719.7884,543646.5284,-115.056084086519,X1,5,14,5
X1,3482,11.7338428497314,-0.373250335454941,52641.97265625,-9.44881534576416,1.96351325511932,0.2439806163311,0.693847835063934,4928.11181640625,404,-9.5786304473877,0.132642105221748,449.086486816406,2050.97387695312,53678,2,191818.855799999,551945.4793,-115.062744930336,X1,5,28,2
X1,3621,4.52677011489868,-1.74827742576599,4653.57421875,-7.84255075454712,2.5572361946106,0.308889806270599,0.694311618804932,6608.57470703125,244,-2.92003893852234,0.0569746941328049,554.593139648438,2610.16943359375,96926,0,168305.852399999,555650.513499999,-115.385798228676,X1,107,73,6
X1,2745,7.16090774536133,0.792087137699127,455.515075683594,-7.82654047012329,2.29648900032043,0.235538855195045,0.741068840026855,6297.4150390625,257,-5.61036491394043,0.227495014667511,445.967102050781,2312.23754882812,74912,0,167210.2171,548097.297,-115.392949457317,X1,42,146,9
X1,1168,7.26055097579956,-0.947455525398254,588.111938476562,-9.29098606109619,1.73796510696411,0.227265253663063,0.661044001579285,1864.65112304688,366,-3.6708836555481,0.063696376979351,646.819519042969,2821.34814453125,80477,1,210758.7685,528567.662,-114.783980825017,X1,104,17,3
X1,2289,10.6187000274658,-2.76251888275146,11802.9453125,-7.6513729095459,2.28469753265381,0.293978542089462,0.758911788463593,6364.36279296875,225,-4.05572175979614,0.176058903336525,372.877258300781,1917.60095214844,92095,1,184918.2665,542995.6458,-115.147687625384,X1,80,92,4
X1,10649,6.99658012390137,-0.685356974601746,179.88591003418,-7.66321992874146,1.72442972660065,0.278261601924896,0.684093952178955,5211.9990234375,250,-3.40234303474426,0.466835826635361,401.321594238281,1781.16345214844,71945,0,187219.192,527367.983100001,-115.101313261164,X1,63,140,1
X1,2942,5.85277080535889,-0.539794921875,67.5878982543945,-10.917986869812,1.59897649288177,0.210099563002586,0.580376088619232,2318.25756835938,254,-3.1136462688446,0.0440138094127178,625.647277832031,2359.30908203125,91885,0,180549.8281,547581.6779,-115.211456805883,X1,68,80,3
X1,3126,6.53383827209473,0.399020731449127,198.128875732422,-6.63819646835327,2.44914627075195,0.293601185083389,0.731885969638824,3442.32373046875,257,-4.25076723098755,0.189650744199753,551.358337402344,2915.78857421875,109473,0,160951.6975,550942.385,-115.480789807975,X1,64,1,8
X1,3607,9.23826217651367,-3.12508130073547,3131.98120117188,-8.18784523010254,1.67483639717102,0.25952821969986,0.756339073181152,6656.7578125,266,-3.04333710670471,0.228663399815559,398.739532470703,2218.87817382812,95368,1,169766.1666,555246.6033,-115.365550983096,X1,51,198,6
X1,829,7.28542470932007,-0.804294168949127,358.161041259766,-9.12010765075684,1.64858520030975,0.241121649742126,0.724858164787292,3131.89672851562,186,-1.95110237598419,0.347616881132126,445.087036132812,2932.58959960938,81660,0,165742.493899999,530531.6152,-115.39489850472,X1,47,106,5
X1,2724,8.56960487365723,-0.536363363265991,1039.39831542969,-9.18978023529053,1.76988971233368,0.242998912930489,0.456224799156189,2322.73852539062,284,-3.00661396980286,0.0711498335003853,875.871948242188,2568.63793945312,89061,1,179574.307499999,546804.595100001,-115.223921250929,X1,39,139,3
X1,3449,11.7903470993042,-3.23740649223328,36473,-8.45881938934326,1.49226295948029,0.257626503705978,0.644070208072662,4946.15576171875,374,-8.98378944396973,0.140106052160263,480.559234619141,1903.59265136719,54227,2,191895.892999999,551375.0231,-115.061147731168,X1,5,28,2
X1,1850,8.7462911605835,-3.04774308204651,1335.77221679688,-7.88266372680664,1.51079607009888,0.280316233634949,0.709972083568573,5384.78271484375,259,-3.04481315612793,0.188392028212547,341.552185058594,1602.17309570312,80983,0,192299.759299999,538279.9103,-115.043059977451,X1,26,161,6
X1,722,6.39197158813477,-4.99355745315552,647.803100585938,-7.49137592315674,2.01706838607788,0.299638748168945,0.623212337493896,2507.0380859375,297,-2.02160310745239,0.0970584824681282,576.375915527344,2384.50268554688,81714,0,210311.722899999,525619.408600001,-114.787334456097,X1,104,67,3
